sourceid,dstid,hod,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
169,179,15,4247.87,894.01,4156.67,1.23
169,179,20,4293.61,1038.75,4165.48,1.28
169,180,8,4777.07,1506.49,4560.43,1.35
169,180,13,4365,349.45,4350.38,1.09
169,180,18,6456.78,1302.55,6312.63,1.24
169,180,23,3085.25,804.26,2941.04,1.4
169,181,2,2427.73,596.27,2365.99,1.24
169,181,7,3858.13,1326.24,3644.18,1.4
169,181,12,4196.66,934.49,4104.16,1.23
169,181,17,5891.98,1583.06,5669.51,1.33
169,181,22,3109.68,654.36,3031.62,1.27
169,182,1,2067.88,382.78,2034.27,1.2
169,182,6,2389.15,530.6,2335.85,1.23
169,182,11,3662.23,815.7,3573.91,1.25
169,182,16,4301.5,1165.02,4150.87,1.31
169,182,21,3183.03,766.03,3097.07,1.26
169,183,5,2817.7,860.99,2698.39,1.33
169,183,10,4150.88,764.47,4081.88,1.2
169,183,15,4712.63,744.99,4654.62,1.17
169,183,20,4160.11,771.69,4089.3,1.2
169,184,9,4584.7,1300.96,4392.86,1.35
169,184,14,3919.1,579.67,3874.65,1.17
169,184,19,5480.59,1153.87,5352.61,1.25
169,185,8,4642.21,953.93,4543.78,1.23
169,185,13,4284,520.3,4252.8,1.13
169,185,18,5755,836.81,5695.05,1.16
169,186,2,2736.79,485.93,2697.67,1.18
169,186,7,3405.14,793.14,3323.21,1.24
169,186,12,4195.19,1013.33,4105.29,1.22
169,186,17,5286.89,1409.46,5105.62,1.3
169,186,22,3670.87,707.25,3605.92,1.21
169,187,1,1518.59,337.77,1483.69,1.24
169,187,6,1761.26,423.22,1714.7,1.26
169,187,11,2303.34,537.93,2246.96,1.24
169,187,16,2563.28,732.65,2477.84,1.29
169,187,21,2111.34,506.63,2059.25,1.24
169,188,0,2662.13,262.29,2649.37,1.1
169,188,5,2763.33,415.02,2735.57,1.15
169,188,10,4998.89,1330.22,4851.74,1.26
169,188,15,6105.62,1562.54,5896.05,1.31
169,188,20,5240,736.17,5185.52,1.16
169,189,4,1766.86,213.25,1753.94,1.13
169,189,9,4076.14,1361.52,3852.19,1.4
169,189,14,3405.68,737.06,3339.15,1.21
169,189,19,4653.77,1474.53,4416.46,1.39
169,190,7,3101.14,1183.64,2896.89,1.44
169,190,12,4068.38,1082.83,3946.24,1.27
169,190,17,5717.3,1528.91,5493.9,1.34
169,190,22,2709.08,534.41,2656.26,1.22
169,191,6,2881.89,483.95,2846.91,1.16
169,191,11,4609.67,646.54,4561.3,1.16
169,191,16,6484.46,1061.83,6391.43,1.19
169,191,21,4401.94,577.62,4361.88,1.15
169,192,0,2843.85,308.02,2827.11,1.12
169,192,5,2918.82,435.56,2887.17,1.16
169,192,10,4452.37,899.56,4358.71,1.23
169,192,15,5376.34,1288.04,5237.01,1.25
169,192,20,5371.12,1278.98,5228.62,1.26
169,193,4,2000.95,494.69,1946.85,1.26
169,193,9,3877.58,1452.77,3609.69,1.46
169,193,14,3185.18,704.35,3122.48,1.21
169,193,19,4693.19,1358.99,4489.17,1.36
169,194,3,1739.04,528.74,1671.13,1.31
169,194,8,3229.99,1641.76,2858.13,1.63
169,194,13,2650.86,606.71,2588.42,1.24
169,194,18,4265.32,1436.25,4032.09,1.4
169,194,23,2034.39,519.33,1975.5,1.27
169,195,2,1803.1,464.92,1742.66,1.3
169,195,7,2638.57,627.31,2577.97,1.23
169,195,12,2940.03,645.66,2878.01,1.22
169,195,17,3687.92,1034.75,3563.55,1.29
169,195,22,2315.8,479.4,2273.41,1.21
169,196,1,1838.2,441.19,1792.41,1.25
169,196,6,2170.1,509.88,2116.28,1.25
169,196,11,2903.82,645.43,2837.17,1.24
169,196,16,3628.48,902.56,3521.5,1.28
169,196,21,2786.96,607.75,2722.65,1.24
169,197,0,769.28,360.57,704.57,1.51
169,197,5,746.03,320.85,691.96,1.46
169,197,10,1667.54,651.18,1549.06,1.48
169,197,15,1292.4,431.34,1226.71,1.39
169,197,20,1493.1,623.9,1378.44,1.49
169,198,4,2926,564.6,2868.95,1.22
169,198,9,4715.56,1083.33,4593.74,1.26
169,198,14,4944.2,964.89,4850.89,1.22
169,198,19,5362,1263.55,5153.47,1.37
110,2,12,2687.59,546.28,2634.52,1.22
110,2,17,2730.26,664.09,2663.97,1.24
110,2,22,2112.8,216.95,2102.01,1.11
110,3,6,2408.86,391.1,2376.04,1.18
110,3,11,2840.12,495.13,2797.68,1.19
110,3,16,2553.81,297.26,2535.87,1.13
110,3,21,2576.81,365.17,2550.95,1.15
110,4,10,3890.4,756.79,3821.14,1.21
110,4,15,3499.27,606.09,3448.51,1.19
110,6,8,4451.25,915.3,4365.16,1.21
110,6,13,4961.78,265.52,4954.6,1.06
110,6,18,5863.71,1183.7,5752.2,1.21
110,7,7,3655.11,634.11,3597.4,1.2
110,7,12,4462.81,477.53,4438.3,1.11
110,7,17,4927.79,1008.41,4829.37,1.22
110,7,22,3339.5,432.62,3308.22,1.15
110,8,6,2491.87,371.51,2463.85,1.16
110,8,11,3995.7,480.05,3966.67,1.13
110,8,16,4106.42,1181.48,3954.72,1.31
110,8,21,3326,366.59,3304.87,1.12
110,9,10,4641.85,801.76,4572,1.19
110,9,15,4217.87,553.49,4178.75,1.15
110,10,0,2309.83,490.75,2264.26,1.21
110,10,5,2193.22,347.57,2168.84,1.16
110,10,10,3939,698.42,3874.19,1.2
110,10,15,3679.57,634.66,3628.27,1.18
110,10,20,3559.71,396.03,3537.06,1.12
110,11,4,1372.83,404.34,1318.38,1.33
110,11,9,1951.68,477.28,1897.5,1.26
110,11,14,1920.74,487.63,1867.41,1.26
110,11,19,2254.04,597.93,2177.12,1.3
110,12,8,2267.63,618.88,2185.81,1.31
110,12,13,2053,515.1,1995.08,1.27
110,12,18,2474.36,503.03,2423.97,1.23
110,12,23,1775.33,407.84,1731.32,1.25
110,13,2,2084.12,437.31,2039.67,1.23
110,13,7,2547.3,535.18,2498.96,1.21
110,13,12,3299.1,806.23,3217.72,1.24
110,13,17,3333.79,727.05,3258.9,1.24
110,13,22,2555.45,406.32,2523.43,1.17
110,14,6,2345.08,521.33,2292.34,1.23
110,14,11,3237.4,529.85,3195.39,1.17
110,14,16,3096.73,961.29,2968.08,1.33
110,14,21,2539.88,457.36,2502.45,1.18
110,15,0,1952.18,551.73,1879.57,1.31
110,15,5,1730.03,376.58,1692.08,1.23
110,15,10,2628.5,502.19,2580.95,1.21
110,15,15,2578.92,479.99,2537.27,1.2
110,15,20,2563.92,527.28,2510.9,1.23
110,16,4,1541.03,339.08,1505.37,1.24
110,16,9,2331.85,531.26,2274.31,1.25
110,16,14,2240.88,557.34,2181.48,1.25
110,16,19,2558.93,577.69,2493.54,1.26
110,17,8,2404.64,449.99,2362.76,1.21
110,17,13,2431,667.5,2351.66,1.29
110,17,18,3043.78,666.04,2978,1.23
110,17,23,1955.75,276.48,1936.32,1.15
110,18,2,863.5,214.09,837.38,1.28
110,18,7,961.29,171.51,946.6,1.19
110,18,12,1287.09,396.17,1238.81,1.3
110,18,17,1363.92,367.24,1322.82,1.27
110,18,22,1084.88,332.09,1043.58,1.31
110,19,1,1284.96,429.24,1234.73,1.3
110,19,6,1179.63,225.99,1158.04,1.21
110,19,11,1614.45,413.05,1565.92,1.28
110,19,16,1560.87,475.24,1509.36,1.27
110,19,21,1426.86,284.12,1401.55,1.2
110,20,4,869.51,578.7,779.53,1.49
110,20,9,1319.35,414.07,1263.71,1.33
110,20,14,1274.68,381.73,1226.92,1.31
110,20,19,1531.48,421.83,1480.62,1.29
110,21,3,552.35,162.75,532.72,1.29
110,21,8,949.85,289.5,918.26,1.28
110,21,13,959.95,291.68,928.46,1.28
110,21,18,1242.26,353.43,1199.43,1.29
110,21,23,648.56,255.21,612.21,1.38
110,22,2,1061.31,237.5,1033.95,1.26
110,22,7,1528.29,663.07,1425.87,1.42
110,22,12,1603.09,379.75,1562.81,1.25
110,22,17,1776.87,583.37,1695.77,1.35
110,22,22,1389.53,387.7,1340.93,1.3
110,23,1,1003.9,364.87,953.62,1.35
110,23,6,1000.06,370.83,949.83,1.36
110,23,11,1263.03,353.18,1216.39,1.32
110,23,16,1173.84,355.06,1121.83,1.35
110,23,21,1235.48,468.13,1166.5,1.38
110,24,0,1197.95,375.37,1144.77,1.34
110,24,5,1191,356.93,1142.19,1.33
110,24,10,1717.97,479.43,1657.9,1.3
110,24,15,1798.96,551.45,1731.25,1.31
110,24,20,1741.79,516.32,1667.56,1.34
110,25,14,1821.71,445.11,1776.73,1.24
110,25,19,2165.97,502.92,2112.14,1.25
110,26,3,993.89,364.26,936.73,1.4
110,26,8,1199.85,356.34,1151.72,1.33
110,26,13,1250.4,394.76,1195.2,1.34
110,26,18,1582.43,537.74,1499.55,1.39
110,26,23,987.32,335.2,936.06,1.38
110,27,2,629.6,218.89,593.91,1.41
110,27,7,793.42,435.63,717.97,1.52
110,27,12,867.44,495.34,801.39,1.44
110,27,17,882.96,405.15,813.33,1.48
110,27,22,873.21,596.84,765.78,1.6
110,28,1,500.84,219.7,457.58,1.53
110,28,6,538.39,279.22,484,1.56
110,28,11,701.32,333.78,642.38,1.5
110,28,16,659.57,303.57,599.04,1.56
110,28,21,680.92,340.91,612.92,1.57
110,29,0,237.74,137.06,208.35,1.69
110,29,5,261.07,185.26,218.02,1.81
110,29,10,371.78,200.33,323.44,1.82
110,29,15,372.19,213.76,326.56,1.71
110,29,20,394.88,224.11,347.63,1.72
110,30,8,1975.73,455.87,1928.24,1.24
110,30,13,1989.16,341.76,1959.98,1.19
110,30,18,2454.24,679.84,2358.67,1.33
110,31,12,1727.47,385.22,1689.39,1.23
110,31,17,2005.52,590.55,1931.03,1.31
110,31,22,1428.43,326.04,1397.61,1.22
110,32,6,1246,223.34,1225.98,1.2
110,32,11,2068.32,530.47,2005.52,1.28
110,32,16,2174.25,709.74,2087.08,1.31
110,32,21,1827.32,358.42,1795.54,1.2
110,33,0,1173.94,383.48,1120.69,1.34
110,33,5,1342.27,538.3,1249.51,1.45
110,33,10,1506.82,368.58,1462.94,1.28
110,33,15,1489.38,373.18,1449.14,1.26
110,33,20,1654.11,508.15,1589.55,1.31
110,34,4,1762,892.56,1574.42,1.59
110,34,9,1508.43,379.56,1465.43,1.27
110,34,14,1525.86,365.35,1487.97,1.24
110,34,19,1726,521.48,1659.19,1.32
110,35,3,730.13,98.91,723.26,1.15
110,35,8,1147.03,307.11,1111.4,1.28
110,35,13,1146.37,341.77,1097.39,1.36
110,35,18,1400.05,564.97,1318.91,1.39
110,35,23,998.86,536.4,910.42,1.48
110,36,2,642,229.27,606.9,1.39
110,36,7,746.26,300.04,704.64,1.37
110,36,12,1033.57,336.73,993.99,1.3
110,36,17,1062.73,415.77,1003.4,1.38
110,36,22,780.75,317.15,738.75,1.36
110,37,1,394.73,153.92,371.67,1.39
110,37,6,450.81,201.74,417.42,1.45
110,37,11,784.78,311.23,734.9,1.42
110,37,16,732.06,369.57,682.92,1.4
110,37,21,685.95,292.07,641.23,1.42
110,38,0,68.28,83.14,41.22,2.83
110,38,5,85.55,135.39,41.78,3.29
110,38,10,106.81,147.5,56.51,3.27
110,38,15,119.06,161.09,65.55,3.19
110,38,20,135.26,189.18,73.69,3.2
110,39,4,692,259.88,636.52,1.54
110,39,9,878.56,684.68,787.46,1.51
110,39,14,826.42,339.32,764.82,1.49
110,39,19,1010.56,503.89,898.23,1.63
110,40,2,898.46,544.3,800.24,1.54
110,40,7,1114.4,288.62,1080.9,1.28
110,40,12,1408.87,337.57,1371.24,1.26
110,40,17,1478.41,401.22,1429.8,1.29
110,40,22,1159.81,355.92,1112.77,1.33
110,41,1,670.18,188.76,646.21,1.3
110,41,6,740.63,285.85,698.04,1.39
110,41,11,1241.4,406.4,1183.31,1.36
110,41,16,1152.83,337.19,1108.76,1.32
110,41,21,1074.08,345.46,1025.93,1.35
110,42,0,721.3,276.35,684.25,1.35
110,42,10,1024.68,322.5,984.86,1.31
110,42,15,1055.35,337.7,1014.28,1.31
110,42,20,1136.47,371.62,1084.1,1.35
110,43,4,484.42,268.93,425.52,1.64
110,43,9,652.69,271.11,602.44,1.54
110,43,14,580.61,256.37,539.17,1.45
110,43,19,733.4,313.13,678.63,1.47
110,44,3,646.31,265.43,595.77,1.5
110,44,8,740.16,251.35,702.55,1.38
110,44,13,765.27,248.26,729.81,1.36
110,44,18,1015.4,434.03,954.5,1.4
110,44,23,548.64,233.59,508.45,1.46
110,45,2,1269.43,493.96,1199.34,1.37
110,45,7,1613.13,451.56,1570.5,1.24
110,45,12,2062.18,412.07,2023.12,1.21
110,45,17,2185.65,485.28,2136.04,1.24
110,45,22,1626.14,429.95,1577.15,1.27
110,46,6,1257,117.82,1251.64,1.1
110,46,11,2016.95,441.58,1974.86,1.22
110,46,16,1765.11,313.98,1736.56,1.2
110,46,21,1860.97,496.15,1798.64,1.3
110,47,0,1144.76,343.76,1099.55,1.32
110,47,5,1144.57,354.53,1096.24,1.33
110,47,10,1705.57,360.75,1671.27,1.22
110,47,15,1595.16,324.65,1563.79,1.22
110,47,20,1755.06,496.6,1700.95,1.27
110,48,4,1127.71,293.59,1090.24,1.3
110,48,9,2062.84,425.49,2020.06,1.23
110,48,14,2049.32,692.61,1963.96,1.31
110,48,19,2155.81,526.53,2079.69,1.34
110,49,8,1651.14,320.81,1621.58,1.21
110,49,13,1612.74,333.71,1579.89,1.22
110,49,18,2225.21,683.93,2143.49,1.3
110,49,23,1280.56,491.59,1207.01,1.39
110,50,1,1038.3,200.77,1018.79,1.22
110,50,6,952.83,267.72,923.66,1.27
110,50,11,1544.11,377.01,1504.3,1.25
110,50,16,1464.45,337.36,1427.63,1.25
110,50,21,1385.54,405.17,1334.73,1.3
110,51,0,757.73,120.21,747.04,1.19
110,51,5,914.69,322.53,861,1.41
110,51,10,1449.29,323.17,1416.46,1.24
110,51,15,1346.44,263.15,1321.36,1.21
110,51,20,1632.66,496.33,1566.51,1.33
110,52,4,1484.67,310.97,1442.92,1.29
110,52,9,2031.02,422.88,1992.25,1.21
110,52,14,2117.22,549.42,2052.4,1.28
110,52,19,2498.25,624.48,2419.28,1.29
110,53,3,1519.67,270.99,1494.36,1.2
110,53,8,1946.38,509.26,1875.12,1.33
110,53,13,2235.94,612.7,2159.41,1.3
110,53,18,2655.24,520.05,2606.36,1.21
110,53,23,1653.17,619.93,1550.13,1.42
110,54,2,1491,484.14,1433.33,1.3
110,54,7,1910.52,338.91,1880.63,1.2
110,54,12,2454.66,402.34,2420.67,1.18
110,54,17,2585.8,590.37,2519.75,1.26
110,54,22,1825.1,398.47,1785.69,1.23
110,55,1,1617.58,284.21,1593.21,1.19
110,55,6,1664,298.19,1638.06,1.19
110,55,11,2559.39,382.5,2531.57,1.16
110,55,16,2325.71,372.49,2297.32,1.17
110,55,21,2213.24,492.36,2166.36,1.22
110,56,20,2702.4,221.92,2693.27,1.09
110,58,3,1405.13,301.05,1375.2,1.23
110,58,8,2080.09,381.31,2045.9,1.2
110,58,13,2292.25,503.72,2246.71,1.21
110,58,18,2733.17,652.64,2645.83,1.31
110,58,23,1695.26,590.39,1613.79,1.35
110,59,12,2548.96,388.14,2519.4,1.17
110,59,17,2946.6,634.45,2883.55,1.23
110,59,22,2370.56,708.84,2280.44,1.31
110,61,19,3042.83,383.37,3017.8,1.14
110,62,8,2359.6,473.5,2318.59,1.2
110,62,13,3161,737.31,3084.46,1.24
110,64,11,2791.63,356.55,2768.45,1.14
110,64,16,2786.69,625.58,2725.13,1.23
110,64,21,2704,811.66,2604.2,1.3
110,66,9,2638.45,561.28,2583.16,1.23
110,66,14,2339.09,455.06,2296.8,1.21
110,66,19,2472.43,597.76,2411.53,1.24
110,67,8,2874.21,771.58,2792.29,1.26
110,68,7,2451.26,540.82,2395.56,1.24
110,68,12,3161.7,626.6,3107.06,1.2
110,68,17,3755.95,906.04,3656.22,1.26
110,68,22,2728.33,557.62,2670.75,1.23
110,69,6,2182.86,381.09,2150.98,1.19
110,69,11,3570.04,524.03,3533.33,1.15
110,69,16,3567.5,1221.45,3409.43,1.33
110,69,21,3006.36,473.85,2969.83,1.17
110,70,9,3359.5,527.39,3323.32,1.15
110,70,14,2949.22,301.72,2933.35,1.11
110,70,19,3470.63,826.52,3383.75,1.24
110,71,8,3234.78,484.06,3201.13,1.15
110,71,13,2680.25,246.81,2667.89,1.1
110,73,11,3080.88,367.96,3058.36,1.13
110,74,10,2924.29,444.66,2890.31,1.17
110,74,15,2728,546.13,2675.08,1.22
110,74,20,3473,1060.63,3322.17,1.34
110,75,4,1983.5,376.19,1946.28,1.22
110,75,9,3952,637.27,3895.24,1.19
110,75,14,3542.58,674.64,3477.74,1.21
110,75,19,3474.2,619.79,3419.85,1.2
110,76,3,1734.83,331.83,1704.55,1.2
110,76,8,3126.36,642.55,3063.21,1.22
110,76,13,3436.39,597.04,3385.34,1.19
110,76,18,4216.63,889.28,4130.59,1.22
110,76,23,2148.27,439.41,2105.03,1.22
110,77,7,2782.83,408.6,2753,1.16
110,77,12,3627,413.06,3605.03,1.11
110,77,17,3910.33,898.88,3806.12,1.26
110,77,22,2642.56,514.95,2590.12,1.23
110,78,6,2076.55,360.37,2046.44,1.19
110,78,11,3488.55,512.99,3451.19,1.16
110,78,16,3715,975.6,3598.4,1.28
110,78,21,2737.18,292.38,2721.57,1.11
110,79,0,1581.7,184.31,1570.53,1.13
110,79,5,1620.29,309.12,1592.6,1.2
110,79,10,3138.55,513.6,3094.1,1.19
110,79,15,2923.77,635.8,2857.18,1.24
110,79,20,3009.57,784.71,2913,1.29
110,80,3,1671,260.51,1649.34,1.18
110,80,8,2846.37,396.48,2818.5,1.15
110,80,13,3057.68,516.87,3014.36,1.18
110,80,18,3678.4,782.68,3599.36,1.23
110,80,23,2029.72,629.52,1953.95,1.3
110,81,7,2785.07,445.41,2750.43,1.17
110,81,12,3564.07,721.57,3493.54,1.22
110,81,17,3638.52,806.82,3555.04,1.24
110,81,22,2213.36,386.71,2180.94,1.19
110,82,1,1174.7,345.83,1130.55,1.31
110,82,6,1277.24,322.92,1243.65,1.25
110,82,11,2030.49,416.81,1989.86,1.22
110,82,16,1912.69,470.58,1861.83,1.25
110,82,21,1631.92,530.98,1570.28,1.3
110,84,4,1064.33,182.1,1049.72,1.18
110,84,9,2368.53,563.3,2304.07,1.26
110,84,14,2029.86,404.2,1991.35,1.22
110,84,19,2140.89,474.28,2091.76,1.24
110,85,3,1391.91,249.19,1368.21,1.21
110,85,8,2504.7,432.98,2467.86,1.19
110,85,13,2652.54,507.31,2605.38,1.21
110,85,18,2977.12,716.49,2904.03,1.24
110,85,23,1612.85,407.28,1567.47,1.26
110,86,7,2012.57,603.19,1930.64,1.33
110,86,12,2725.9,869.31,2616.46,1.31
110,86,17,2771.43,1028.48,2630.62,1.35
110,86,22,2198.63,1061.41,1996.63,1.53
110,87,11,2243.14,162.07,2237.43,1.07
110,87,21,2714.67,1182.23,2506.24,1.47
110,88,0,1074.11,486.59,995.75,1.44
110,88,5,1109.23,396.97,1055.03,1.35
110,88,10,1794.83,420.48,1747.11,1.26
110,88,15,1561.66,409.76,1514.17,1.28
110,88,20,1516.22,438.13,1463.31,1.29
110,89,4,1348.61,327.98,1311.19,1.27
110,89,9,2534.93,505.61,2485.3,1.22
110,89,14,2363.83,534.56,2313.77,1.22
110,89,19,2411.53,536.97,2356.88,1.24
110,90,7,2667.07,444.36,2631.7,1.18
110,90,12,3380.78,701.06,3311.24,1.23
110,90,17,3437.39,699,3370.64,1.22
110,90,22,2170.03,390.91,2136.37,1.19
110,91,1,1781.13,426.21,1727.53,1.29
110,91,6,2409.71,658.32,2318.75,1.32
110,91,11,3367.83,694.86,3300.34,1.22
110,91,16,3075.47,684.53,3002.82,1.24
110,91,21,2340.68,436.14,2302.06,1.2
110,93,4,1526.06,315.41,1496.74,1.21
110,93,9,2949.76,473.45,2911.9,1.18
110,93,14,2640.63,343.32,2618.45,1.14
110,93,19,2837.38,500.12,2792.21,1.2
110,94,3,1361.33,306.24,1327.22,1.25
110,94,8,2276.5,444.93,2227.87,1.25
110,94,13,2395.97,398.68,2363.95,1.18
110,94,18,2835.9,705.63,2760.47,1.25
110,94,23,1786,457.75,1728.15,1.29
110,95,7,2663.88,431.78,2630.41,1.17
110,95,12,3075,432.11,3045.79,1.15
110,95,17,3180.4,482.06,3143.62,1.17
110,95,22,2281.18,411.94,2246.74,1.19
110,96,11,1942.12,509.32,1883.51,1.27
110,96,16,1778.85,609.4,1702.34,1.32
110,96,21,2172.8,1371.56,1913.91,1.58
110,97,0,742.92,325.17,684.75,1.48
110,97,5,784.09,350.38,728.29,1.44
110,97,10,1340.27,350.3,1298.87,1.28
110,97,15,1188.47,367.09,1147.82,1.28
110,97,20,1210.77,416.9,1155.66,1.34
110,98,4,461.93,231.82,420.97,1.5
110,98,9,1006.64,312.66,964.17,1.34
110,98,14,831.37,270.2,796.28,1.33
110,98,19,927.09,326.83,879.63,1.37
110,99,3,957.83,149.14,947.49,1.15
110,99,8,1636.06,251.77,1617.08,1.16
110,99,13,1628.95,272,1608.39,1.17
110,99,18,2235.7,755.4,2148.34,1.3
110,99,23,1304.59,495.74,1227.09,1.4
169,1,9,4767.63,743.77,4700.86,1.19
169,1,14,4215.69,601.16,4172.79,1.15
169,2,8,4418.42,1098.91,4286.32,1.28
169,2,13,4332.09,582.5,4293.79,1.14
169,2,18,6126.62,1073.5,6031.74,1.2
169,2,23,3476.11,615.46,3420.6,1.2
169,3,7,3706.15,798.7,3617.71,1.25
169,3,12,4190.32,666.59,4138.96,1.17
169,3,17,5677.45,1125.92,5556.89,1.24
169,3,22,3711.2,509.91,3676.25,1.15
169,4,1,1661.83,430.99,1611.13,1.28
169,4,6,1979.19,473.24,1926.57,1.26
169,4,11,2611.32,611.6,2545.24,1.25
169,4,16,3250.48,932.2,3126.23,1.32
169,4,21,2489.73,561.08,2429.96,1.25
169,5,0,1235.85,271.94,1206.9,1.24
169,5,5,1315.41,325.59,1276.8,1.28
169,5,10,1960.88,644.15,1885.6,1.31
169,5,15,1863.24,521.04,1805.46,1.28
169,5,20,1912.15,564.73,1839.4,1.32
169,6,4,730.04,334.68,659.72,1.62
169,6,9,998.37,452.11,900.4,1.64
169,6,14,837.52,377.02,761.76,1.57
169,6,19,1179.54,611.25,1030.79,1.77
169,7,3,1287.63,398.43,1230.88,1.35
169,7,8,2001.99,690.23,1889.52,1.41
169,7,13,1719.13,537.84,1643.84,1.35
169,7,18,2800.49,1025.08,2625.66,1.44
169,7,23,1394.9,412.52,1336.45,1.34
169,8,2,1476.4,488.37,1410.77,1.34
169,8,7,2126.22,737.59,2015.27,1.38
169,8,12,2244.89,665.45,2162.01,1.31
169,8,17,3072.46,1100.14,2894.66,1.41
169,8,22,1860.02,498.11,1798.2,1.29
169,9,1,1101.58,318.38,1054.88,1.35
169,9,6,1321.39,422.23,1263.36,1.34
169,9,11,1853.95,535.67,1777.44,1.36
169,9,16,2104.95,721.62,1998.42,1.37
169,9,21,1780.73,557.89,1702.55,1.35
169,10,1,902.76,305.69,855.63,1.39
169,10,6,1181.2,384.34,1125.74,1.36
169,10,11,1835.29,496.08,1773.79,1.3
169,10,16,1907.34,582.24,1828.75,1.33
169,10,21,1638.33,586.2,1546.17,1.4
169,11,0,2564.41,406.04,2531.66,1.18
169,11,5,2744.79,510.07,2700.85,1.19
169,11,10,3972.58,942.52,3872.72,1.25
169,11,15,4278.67,889.06,4196.42,1.21
169,11,20,4101.49,750.95,4036.96,1.19
169,12,9,4677.45,1150.37,4545.49,1.27
169,12,14,4297.69,1048.86,4180.52,1.26
169,12,19,5308.05,1583.87,5046.95,1.4
169,13,3,2763.48,415.73,2732.9,1.16
169,13,8,4012.83,969.04,3908.11,1.25
169,13,13,4090.66,939.53,4002.5,1.22
169,13,18,5331.13,1338.8,5183.74,1.26
169,13,23,3252.88,593.03,3201.79,1.19
169,14,2,2115.61,522.3,2062.31,1.24
169,14,7,3144.81,961.87,3012.43,1.34
169,14,12,3372.22,719.46,3303.66,1.22
169,14,17,4641.58,1325.42,4459.97,1.33
169,14,22,2837.53,668.59,2763.88,1.26
169,15,1,2301.26,436.87,2264.39,1.19
169,15,6,2693.41,575.59,2639.61,1.22
169,15,11,3596.07,691.35,3533.32,1.2
169,15,16,4541.05,1127.53,4397,1.3
169,15,21,3436.46,718.4,3363.15,1.23
169,16,0,2386.44,479.74,2345.91,1.2
169,16,5,2445.17,410.61,2412.19,1.18
169,16,10,3705.87,869.75,3612.85,1.25
169,16,15,3998.82,904.6,3899.7,1.25
169,16,20,3926.75,799.93,3848.35,1.22
169,17,9,3850.33,768.72,3783.5,1.2
169,17,14,4446.05,748.07,4386.18,1.18
169,17,19,5301.95,1015.32,5210.9,1.2
169,19,7,4970.47,1479.27,4775.04,1.32
169,19,12,4893.63,416.7,4875.83,1.09
169,20,5,3553.31,345.13,3536.45,1.1
169,20,10,5833.68,1315.56,5717.39,1.21
169,22,3,2566.9,403.92,2536.3,1.17
169,22,8,4492.02,1181.66,4332.62,1.31
169,22,13,3906.13,682.75,3849.37,1.19
169,22,18,5738.6,1271.86,5595.39,1.26
169,22,23,3064.86,449.2,3031.24,1.16
169,23,7,4389.22,1275.26,4215.85,1.33
169,23,12,4787.17,727.51,4731.62,1.17
169,23,17,5952.06,1718.32,5671.01,1.39
169,23,22,3579.36,595.83,3531.24,1.18
169,24,1,2551.47,316.14,2531.71,1.13
169,24,6,3189.72,601.16,3137.83,1.2
169,24,11,4263.74,672.7,4214.33,1.16
169,24,16,5285.24,1382.81,5113.22,1.29
169,24,21,3898.52,713.03,3833.57,1.2
169,25,5,2900.43,779.82,2804.03,1.29
169,25,15,4874.15,997.04,4780.79,1.21
169,25,20,4588.2,611.54,4547.07,1.14
169,26,4,2921.44,656.37,2852.24,1.24
169,26,9,4510.58,995.83,4397.47,1.26
169,26,14,4472.35,860.59,4398.3,1.2
169,26,19,5305.67,1169.6,5168.11,1.27
169,27,8,5086.9,932.91,4988.61,1.23
169,27,13,5423.25,797.67,5365.47,1.16
169,27,23,3176.71,441.01,3146.13,1.15
169,29,6,3434.8,1306.45,3229.6,1.4
169,29,11,5343.8,897.48,5267.67,1.19
169,29,16,6394.57,1033.49,6292.76,1.21
169,29,21,4794.67,859.74,4716.04,1.2
169,30,9,5534.11,1193.18,5411.18,1.24
169,30,14,4798.85,915.37,4717.03,1.2
169,30,19,6131,1640.45,5933.56,1.28
169,31,8,5832,1140.3,5740.91,1.18
169,32,7,5572.45,1115.3,5457.51,1.23
169,32,12,5470,681.42,5425.99,1.14
169,33,6,3795.88,711.43,3732.49,1.2
169,33,11,5409,906.78,5330.17,1.19
169,33,16,6256.69,1671.48,6050.23,1.29
169,34,5,3281.8,384.34,3259.37,1.12
169,34,10,5209.53,1172.13,5102.37,1.22
169,39,10,4697.64,741.82,4639.03,1.17
169,39,15,6011.67,1307.11,5891.36,1.21
169,40,3,2674.9,668.4,2612.42,1.23
169,40,8,4630.97,1369.3,4437.54,1.34
169,40,13,4594.41,919.38,4509.41,1.21
169,40,18,6502.31,1375.75,6355.68,1.24
169,40,23,3100.15,496.44,3061.15,1.17
169,41,7,4185.13,745.68,4119.52,1.19
169,41,12,4727.88,774.09,4670.92,1.16
169,41,17,6456.67,1606.88,6259.82,1.28
169,41,22,3755.7,877.91,3665.43,1.24
169,45,3,2277.3,480.94,2236.71,1.2
169,45,8,4583.87,1241.57,4409.87,1.33
169,45,13,4157.53,852.13,4083.19,1.2
169,45,18,5654.13,1320.02,5505.2,1.26
169,45,23,2672.21,506.18,2626.57,1.2
169,46,7,4134.13,783.04,4057.08,1.22
169,46,12,4418,736.74,4357.04,1.18
