sourceid,dstid,hod,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
169,109,18,7414.4,1662.35,7225.61,1.26
169,109,23,3055.17,429.28,3025.89,1.15
169,111,0,2731.5,273.47,2718.13,1.1
169,111,15,5337.33,1043.17,5227.67,1.23
169,112,14,4632.43,1048.03,4519.96,1.25
169,112,19,5969.63,526.46,5946.67,1.09
169,113,8,4466,1180.97,4332.1,1.27
169,113,13,4757,711.35,4705.23,1.16
169,113,18,6720.75,1896.6,6494.03,1.29
169,113,23,2976.53,380.1,2950.7,1.14
169,114,22,3751.67,541.44,3713.71,1.15
169,117,9,4408.8,1087.93,4286.47,1.26
169,117,14,5198.71,931.4,5118.74,1.19
169,118,3,2848.17,949.54,2698.48,1.39
169,118,8,4945.05,1621.84,4694.94,1.38
169,118,13,5095.78,1338.32,4929.2,1.29
169,118,18,5183.08,848.21,5118.94,1.17
169,118,23,2662.71,389.88,2636.16,1.15
169,120,0,2422,147.93,2417.52,1.06
169,120,15,5436.08,728.68,5381.82,1.16
169,121,9,4831.83,746.01,4773.5,1.17
169,121,14,4720,879.88,4634.69,1.21
169,121,19,5192.57,959.88,5103.75,1.21
169,122,8,3857.67,1021.34,3744.22,1.27
169,122,13,4653.14,1134.2,4534.52,1.25
169,122,18,4946.14,1215.7,4797.7,1.28
169,122,23,2728.87,470.94,2690.5,1.18
169,123,2,2261,338.42,2235.82,1.16
169,123,7,3836.98,1170.47,3671.73,1.34
169,123,12,4446.46,763.17,4379.91,1.19
169,123,17,5429.89,1608.74,5214.77,1.32
169,123,22,3417.34,896.64,3320.09,1.26
169,124,1,2126.73,437.62,2088.66,1.2
169,124,6,2726.43,654.75,2657.28,1.25
169,124,11,4303.74,916.74,4183.29,1.29
169,124,16,5841.23,1321.13,5692.55,1.26
169,124,21,3325.35,730.58,3248.74,1.24
169,125,0,2425.62,556.86,2370.46,1.23
169,125,5,2202.27,350.48,2176.04,1.17
169,125,10,4062.43,1060.91,3940.61,1.27
169,125,15,4876.61,1006.64,4771.35,1.24
169,125,20,4442.2,1193.72,4296.32,1.29
169,126,4,2367.57,424.43,2326.95,1.21
169,126,9,4626.71,1294.39,4458.64,1.31
169,126,14,4664.35,995.15,4566.87,1.22
169,126,19,5344.36,1037.1,5233.73,1.23
169,127,23,3009.78,537.16,2963.12,1.19
169,128,2,2037.41,346.3,2009.71,1.18
169,128,7,3465.59,1129.68,3302.5,1.36
169,128,12,4185.59,714.72,4124.87,1.19
169,128,17,5068.65,1501.64,4849.44,1.35
169,128,22,3097.87,728.05,3023.27,1.24
169,130,9,3178.25,917.67,3067.73,1.29
169,130,14,4197.43,684.39,4138.88,1.19
169,131,3,1955.46,459.01,1911.06,1.23
169,131,8,4188.17,1556.94,3908.41,1.45
169,131,13,3831.45,837.07,3744.85,1.24
169,131,18,4740.76,1052.13,4624.8,1.25
169,131,23,2211.27,466,2167.75,1.21
169,132,2,2029.82,340.13,2002.05,1.18
169,132,7,3456.88,1200.57,3279.35,1.37
169,132,12,4254.43,806.78,4179.63,1.21
169,132,17,5309.67,1693.61,5043.83,1.38
169,132,22,3024.85,704.61,2953.07,1.24
169,133,1,2090.5,371.44,2060.39,1.18
169,133,6,2617.89,590.17,2558.21,1.24
169,133,11,4210.88,893.72,4108.81,1.26
169,133,16,5323.68,1277.05,5166.55,1.28
169,133,21,3448.25,733.89,3375.2,1.23
169,134,0,1881.58,338.48,1852.27,1.19
169,134,5,1782.5,351.55,1752.03,1.2
169,134,10,3903.65,1257.37,3734.45,1.34
169,134,15,4103.92,864.14,4009.19,1.25
169,134,20,3657.68,929.55,3545.46,1.28
169,135,4,1764.03,379.72,1727.95,1.22
169,135,9,3716.46,1233.4,3529.41,1.37
169,135,14,3647.38,803.92,3562.98,1.24
169,135,19,4254.61,1013,4139.81,1.26
169,136,3,2184.5,451.25,2140.94,1.22
169,136,8,4323.86,1454.31,4100.27,1.38
169,136,13,4216.14,911.77,4127.63,1.22
169,136,18,5653.93,1318.04,5495.96,1.27
169,136,23,2610.89,473.74,2568.14,1.2
169,137,2,1817.41,298.05,1792.42,1.18
169,137,7,3381.98,1297.75,3182.88,1.4
169,137,12,3946.1,747.55,3879.71,1.2
169,137,17,5922.8,1686.95,5668.38,1.36
169,137,22,2932.27,682.06,2859.51,1.25
169,138,1,2008.7,362.33,1976.84,1.2
169,138,6,2413,574.07,2349.82,1.26
169,138,11,3774.79,784.11,3694.4,1.23
169,138,16,4778.38,1289.81,4601.15,1.32
169,138,21,3284.96,802.25,3201.99,1.24
169,139,0,1836.44,347.69,1805.27,1.2
169,139,5,1811.55,279.98,1791.24,1.16
169,139,10,4026.34,1171.33,3868.55,1.32
169,139,15,3976.68,917.27,3877.42,1.25
169,139,20,3611.54,837.83,3520.05,1.25
169,140,3,1940.33,526.74,1878.1,1.28
169,140,8,4549.07,1818.02,4190,1.51
169,140,13,3418.17,904.14,3327.12,1.25
169,140,18,5114.78,1397.9,4915.84,1.33
169,140,23,2444.57,557.77,2385.87,1.24
169,141,7,3951.57,950.12,3845.69,1.26
169,141,12,4923.38,863.85,4853.07,1.18
169,141,17,6188.08,2254.62,5794.26,1.44
169,141,22,3183.5,518.8,3139.93,1.18
169,142,16,6413.56,1100.95,6313.69,1.2
169,142,21,4064.33,553.46,4027.16,1.15
169,143,0,2329.6,329.99,2306.83,1.15
169,143,5,2369.5,196.16,2361.23,1.09
169,143,10,4332.24,1025.35,4214.64,1.26
169,143,15,4709.7,875.4,4629.15,1.2
169,143,20,4307.64,662.2,4257.15,1.17
169,144,9,3897.5,660.6,3845.41,1.18
169,144,14,4669.75,501.44,4643.22,1.11
169,144,19,5287.73,1201.96,5135.42,1.28
169,145,8,4494.75,1555.63,4266.38,1.37
169,145,13,4842,1093.14,4744.25,1.21
169,145,18,6444.25,1333.96,6306.09,1.23
169,145,23,2874.73,409.16,2846.03,1.15
169,146,7,4403.4,1299.79,4220.41,1.34
169,146,12,4921.79,1319.88,4763.13,1.29
169,146,17,6458.56,1951.81,6172.44,1.35
169,146,22,3312.82,679.19,3250.46,1.21
169,147,6,3562.95,769.6,3491.42,1.22
169,147,16,7578.86,879.51,7524.97,1.13
169,147,21,4623.88,245.52,4617.26,1.06
169,148,0,2498.79,298.47,2480.85,1.13
169,148,5,2415.5,300.72,2396.12,1.14
169,148,10,4965.59,1228.53,4820.05,1.27
169,148,15,5061.35,1392.32,4889.35,1.3
169,148,20,4642.67,1092.08,4499.85,1.29
169,149,9,4542.69,1355.52,4331.39,1.37
169,149,14,4032.66,591.99,3992.36,1.15
169,149,19,5734.52,1335.89,5484.24,1.41
169,150,2,1994.4,265.02,1976.42,1.15
169,150,7,3792.28,1344.06,3583.7,1.39
169,150,12,4077.87,805.14,4005.97,1.2
169,150,17,6234.97,1724.91,6000.47,1.32
169,150,22,3182.48,723.04,3106.69,1.24
169,151,1,2330.81,393.39,2296.51,1.19
169,151,6,2610.79,603.18,2556.73,1.21
169,151,11,4017,643.46,3967.22,1.17
169,151,16,6050.29,1217.62,5927.2,1.23
169,151,21,4176.28,1322.41,4018.21,1.3
169,152,0,2617.42,327.47,2596.41,1.14
169,152,5,2533,302.93,2515.95,1.12
169,152,10,4815.21,1248.58,4659.26,1.29
169,152,15,4808.97,1023.6,4704.35,1.23
169,152,20,4815.96,1314.66,4633.98,1.32
169,153,9,3541.63,891.59,3447.44,1.25
169,153,14,4372.33,785.19,4301.84,1.2
169,153,19,6189.6,988.86,6098.33,1.2
169,154,3,1606.1,276.78,1584.42,1.18
169,154,8,4412.61,1687.83,4040.21,1.57
169,154,13,3013.21,653.65,2952.62,1.22
169,154,18,4658.93,1478.06,4439.15,1.36
169,154,23,2194.64,601.22,2121.01,1.29
169,155,2,2107.14,645.86,2010.84,1.36
169,155,7,3411.87,1125.63,3234.76,1.39
169,155,12,3405.33,840.53,3313.24,1.26
169,155,17,4472.96,1419.23,4260.78,1.37
169,155,22,2759,643.17,2688.32,1.25
169,156,1,1609.39,388.87,1564.39,1.27
169,156,6,1958.34,518.6,1897.22,1.28
169,156,11,3117.41,925.28,2985.84,1.34
169,156,16,3900.94,1011.22,3766.09,1.31
169,156,21,2640.34,689.96,2542.74,1.34
169,157,0,1614.36,382.67,1572.52,1.25
169,157,5,1574.61,412.97,1529.1,1.26
169,157,10,3152.19,1074.96,2979.58,1.4
169,157,15,2906.06,742.09,2818.9,1.28
169,157,20,2943.1,791.52,2843.21,1.3
169,158,4,1725.3,408.14,1682.96,1.24
169,158,9,3794.51,1502.39,3506.32,1.49
169,158,14,2817.78,624.28,2758.95,1.22
169,158,19,3853.54,1075.59,3705.52,1.33
169,159,3,2007.68,389.98,1973.9,1.2
169,159,8,3663.47,1560.3,3374.23,1.49
169,159,13,3420.46,774.36,3351.13,1.21
169,159,18,5247.25,1402.14,5054.26,1.32
169,159,23,2398.72,325.16,2376.7,1.15
169,160,1,1451.77,392.76,1405.99,1.28
169,160,6,1671.32,445.06,1621.78,1.27
169,160,11,2475.18,665.77,2389.13,1.31
169,160,16,3201.43,1076.65,3030.33,1.39
169,160,21,2259.16,642.93,2180.96,1.3
169,161,0,1761.86,369.52,1725.51,1.22
169,161,5,1758.46,462.6,1709.98,1.25
169,161,10,3337.72,1082.2,3169.46,1.38
169,161,15,3456.35,930.17,3336.47,1.3
169,161,20,3413.7,1074.23,3249.89,1.37
169,162,9,4248.68,1364.6,4037.56,1.38
169,162,14,3653.04,746.8,3590.42,1.2
169,162,19,5203.05,1017.92,5091.6,1.24
169,163,8,3788.75,1456.12,3545.03,1.43
169,163,13,3530.6,685.06,3475.03,1.19
169,163,18,5055.84,1425.83,4861.33,1.32
169,163,23,2588.43,758.36,2489.81,1.31
169,164,2,2331.67,524.89,2271.64,1.26
169,164,7,3787.41,1476.18,3527.62,1.45
169,164,12,3944.16,863.56,3863.76,1.22
169,164,17,5851.37,1834.87,5589.33,1.35
169,164,22,3081.37,639.24,3022.56,1.21
169,165,1,446.52,309.56,318.45,2.88
169,165,6,565.29,305.47,456.96,2.27
169,165,11,832.9,495.07,595.17,2.94
169,165,16,778.5,520.06,548.56,2.92
169,165,21,682.64,498.64,464.42,3.06
169,166,0,812.04,388.94,731.85,1.58
169,166,5,804.68,393.94,723.33,1.58
169,166,10,1760.17,780.27,1598.7,1.56
169,166,15,1341.77,536.83,1245.11,1.47
169,166,20,1478.48,667.71,1344.02,1.56
169,167,4,532.64,381.19,392.74,2.52
169,167,9,820.72,530.56,656.43,2.15
169,167,14,663.36,457.66,506.81,2.32
169,167,19,807.63,608.95,579.57,2.6
169,168,3,457.63,267.98,378.35,2.05
169,168,8,516.18,305.94,417.09,2.19
169,168,13,507.66,271.32,426.43,1.99
169,168,18,718.2,479.21,559.75,2.3
169,168,23,433.57,253.24,367.11,1.89
169,170,0,380.69,228.54,315.99,1.98
169,170,5,449.96,291.65,362.9,2.06
169,170,10,710.46,435.22,546.21,2.43
169,170,15,584.86,337.19,478.73,2.11
169,170,20,651.74,403.07,521.11,2.19
169,171,4,1352.51,383.17,1304.37,1.3
169,171,9,2691.15,1187.46,2435.04,1.59
169,171,14,1920.05,496.29,1867.53,1.26
169,171,19,2826.07,900.59,2692.48,1.36
169,172,3,1585.98,409.5,1534.57,1.29
169,172,8,3251.32,1514.47,2906.61,1.61
169,172,13,2476.37,519.79,2425.31,1.22
169,172,18,4395.64,1439.15,4161.54,1.4
169,172,23,1996.49,524.53,1936.31,1.27
169,173,2,2379.19,544.28,2325.92,1.23
169,173,7,3771.29,1328.82,3555.23,1.41
169,173,12,3948.53,831.44,3871.15,1.21
169,173,17,5781.26,1694.15,5532.9,1.35
169,173,22,3075.19,528.9,3030.75,1.19
169,174,1,2203.97,310.05,2182.31,1.15
169,174,6,2592.41,624.53,2526.25,1.25
169,174,11,3879.97,845.51,3792.73,1.24
169,174,16,5436.44,1583.51,5209.48,1.34
169,174,21,3395.72,831.78,3296.9,1.27
169,175,0,2037.65,386.22,2001.36,1.21
169,175,5,2100.58,570.67,2039.6,1.26
169,175,10,3583.85,1093.93,3426.06,1.35
169,175,15,3746.26,913.77,3637.88,1.27
169,175,20,3777.75,1084.39,3625.4,1.33
169,176,4,1785.14,492.87,1723.81,1.3
169,176,9,3047.5,1251.97,2819.71,1.47
169,176,14,2573.91,596.41,2513.99,1.24
169,176,19,3721.87,1097.99,3562.82,1.35
169,177,3,1591.78,290.79,1567.48,1.19
169,177,8,3445.22,1459.96,3140.54,1.55
169,177,13,2519.2,590.58,2465.4,1.22
169,177,18,3949.36,1266.01,3752.63,1.38
169,177,23,1924.74,428.14,1881.09,1.24
169,178,2,1795.74,473.21,1744.06,1.26
169,178,7,2849.29,1010.01,2693.05,1.39
169,178,12,2955.38,630.7,2893.99,1.22
169,178,17,3921.24,1225.65,3747.4,1.35
169,178,22,2456.22,554.59,2397.64,1.24
169,179,1,2193.31,313.21,2171.19,1.15
169,179,6,2706.67,695.14,2634.89,1.25
169,179,11,3987.15,896.84,3898.21,1.23
169,179,16,5170.51,1476.77,4965.15,1.33
169,179,21,3459.96,773.22,3378.62,1.24
169,180,9,4145.56,1129.48,4015.02,1.28
169,180,14,4746.87,733.51,4689.37,1.17
169,180,19,6021.56,1376.23,5855.96,1.27
169,181,3,2317.36,497.27,2270.29,1.22
169,181,8,3682.4,1469.65,3441.99,1.42
169,181,13,3944.86,764.2,3879.6,1.2
169,181,18,5918.1,1319.36,5769.92,1.26
169,181,23,2653.26,364.98,2627.41,1.15
169,182,2,2116.83,531.1,2054.94,1.27
169,182,7,3208.25,1004.53,3068.02,1.34
169,182,12,3462.02,800.01,3374.9,1.25
169,182,17,4799.02,1690.32,4515.84,1.42
169,182,22,2733.14,616.59,2669.69,1.24
169,183,6,2986.13,523.72,2943.57,1.18
169,183,11,4410.73,694.43,4359.81,1.16
169,183,16,5272.22,1302.36,5122.14,1.27
169,183,21,3771.9,1124.99,3611.29,1.34
169,184,0,2561.53,480.37,2519.97,1.19
169,184,10,4011.33,757.99,3943.54,1.2
169,184,15,4913.04,875.86,4837.81,1.19
169,184,20,4685.53,909.94,4592.01,1.23
169,185,9,4316.82,1073.44,4191.29,1.27
169,185,14,4091.5,595.79,4047.24,1.16
169,185,19,5103.67,827.05,5031.26,1.19
169,186,3,2681.98,418.48,2650.54,1.17
169,186,8,3786.41,1005.55,3670.13,1.28
169,186,13,4142.27,895.8,4061.03,1.21
169,186,18,5543.9,1223.38,5409.14,1.25
169,186,23,3130.92,538.15,3086.91,1.18
169,187,2,1650.67,454.23,1592.17,1.31
169,187,7,2169.8,627.52,2093.31,1.3
169,187,12,2342.87,681.36,2266.56,1.28
169,187,17,2932.29,931.74,2810.89,1.33
169,187,22,1960.95,417.77,1919.24,1.23
169,188,1,2779.14,400.62,2750.7,1.15
169,188,6,3198.43,770.37,3121.7,1.24
169,188,11,5088.94,1059.92,4953.11,1.28
169,188,16,6625.75,1301.46,6505.23,1.21
169,188,21,4441.63,839.8,4363.72,1.21
169,189,0,1972.33,397.77,1936.36,1.21
169,189,5,1948.44,409.75,1908.17,1.22
169,189,10,4143.38,1229.29,3959.91,1.36
169,189,15,4229.69,1066.84,4101.57,1.28
169,189,20,3915.14,996.72,3778.61,1.31
169,190,8,4099.5,1676.51,3742.17,1.55
169,190,13,3139.43,695.17,3070.46,1.23
169,190,18,4405.65,1184.93,4248.97,1.31
169,190,23,2267.73,327.46,2244.35,1.16
169,191,7,4719,1303.12,4525.47,1.35
169,191,12,4676.78,1145.59,4547.26,1.26
169,191,17,6683.13,1657.54,6488.19,1.27
169,191,22,3361.31,522.02,3320.79,1.17
169,192,1,2640.21,359.09,2615.1,1.15
169,192,6,3092.95,903.48,3003.42,1.25
169,192,11,4607.67,836.33,4532.89,1.2
169,192,16,5739.75,1540.53,5532.67,1.31
169,192,21,3887.47,729.62,3822.74,1.2
169,193,0,2007.49,384.64,1972.35,1.21
169,193,5,2034.6,527.29,1983.29,1.24
169,193,10,3879.8,1110.94,3723.04,1.34
169,193,15,4056.3,998.48,3935.57,1.28
169,193,20,3889.77,1064.49,3743.85,1.32
169,194,4,1677.57,460.46,1621.35,1.29
169,194,9,3470.48,1405.95,3177.41,1.54
169,194,14,2713.86,729.51,2634.33,1.27
169,194,19,3911.1,1259.24,3699.02,1.41
169,195,3,1836,289.96,1811.33,1.18
169,195,8,2907.66,627.51,2843.32,1.23
169,195,13,2701.52,661.35,2627.55,1.26
169,195,18,3960.29,1036.46,3838.91,1.28
169,195,23,2072.56,468.72,2023.7,1.24
169,196,2,1868.42,520.06,1810.03,1.28
169,196,7,2694.77,842.22,2576.82,1.34
169,196,12,2926.63,653.88,2861.57,1.23
169,196,17,4007.23,1202.45,3840.74,1.34
169,196,22,2429.08,588.77,2362.7,1.26
169,197,1,739.18,364.66,679.03,1.49
169,197,6,911.81,362.23,850.32,1.45
169,197,11,1468.72,485.65,1394.9,1.38
169,197,16,1454.89,578.16,1361.81,1.43
169,197,21,1283.52,542.73,1186.46,1.49
169,198,0,2801.15,846.37,2624.43,1.51
169,198,5,2948.85,441.41,2917.06,1.16
169,198,10,5044.56,843.21,4979.71,1.17
169,198,15,5463.49,1232.25,5333.3,1.24
169,198,20,5177.29,786.81,5114.22,1.17
110,2,8,3086.42,540.88,3043.46,1.18
110,2,13,2652.56,494.42,2614.98,1.18
110,2,18,3211.17,493.05,3173.82,1.17
110,3,7,2449.57,260.13,2435.43,1.11
110,3,12,2910.41,528.85,2863.66,1.2
110,3,17,2728.29,378.61,2704.13,1.14
110,3,22,2276.3,200.36,2267.42,1.09
110,4,11,4027.33,441.62,4002.36,1.12
110,4,16,4024.79,1407.42,3827.84,1.36
110,6,9,5405.89,1050.84,5303.83,1.22
110,6,14,4456.63,882.13,4370.61,1.22
110,7,8,4131.81,864.91,4034.04,1.25
110,7,13,4419.57,549.42,4384.94,1.13
110,7,18,5349.56,1235.93,5209.02,1.26
110,7,23,2281.5,349,2254.22,1.17
110,8,7,3242.33,513.01,3201.81,1.17
110,8,12,4077.44,456.94,4051.91,1.12
110,8,17,4423.13,766.14,4357.5,1.19
110,8,22,2962.92,443.36,2927.21,1.17
110,9,6,3127.64,537.02,3084.91,1.18
110,9,11,4327.7,619.46,4282.71,1.16
110,9,16,3951.57,728.1,3887.16,1.2
110,10,6,2559.36,459.63,2516.08,1.21
110,10,11,3875.21,564.49,3835.49,1.15
110,10,16,3752.12,716.76,3688.39,1.2
110,10,21,2841.61,325.16,2823.68,1.12
110,11,0,1384.38,385.58,1336.12,1.3
110,11,5,1372.3,355.72,1330.52,1.28
110,11,10,1957.16,452.33,1908.04,1.25
110,11,15,1979.56,534.57,1919.34,1.27
110,11,20,1982.45,519.98,1916.77,1.3
110,12,9,2203.32,548.71,2139.16,1.27
110,12,14,1967.83,460.46,1918.93,1.25
110,12,19,2373.96,521.21,2317.33,1.25
110,13,3,2032.31,361.64,2001.98,1.19
110,13,8,2776.78,481.19,2736.42,1.19
110,13,13,2880.52,655.34,2811.96,1.24
110,13,18,3618.24,693.97,3552.07,1.21
110,13,23,2376,352.27,2350.34,1.16
110,14,7,2466.97,470.62,2421.07,1.22
110,14,12,3087.74,636.57,3028.08,1.22
110,14,17,3445.56,847.97,3340.73,1.28
110,14,22,2483.06,500.82,2432.47,1.23
110,15,1,1859.19,490.36,1802.01,1.28
110,15,6,1909.52,394.63,1874.84,1.2
110,15,11,2723.27,459.23,2687.08,1.18
110,15,16,2525.67,676.54,2451.25,1.27
110,15,21,2325.12,507.78,2275.33,1.23
110,16,0,1732.92,582.5,1647.86,1.36
110,16,5,1604.4,401.39,1556.42,1.28
110,16,10,2277.29,480.26,2226.71,1.24
110,16,15,2310.21,486.03,2262.4,1.23
110,16,20,2266.01,514.52,2208.23,1.26
110,17,9,2606.93,510.07,2558.09,1.21
110,17,14,2480,567.2,2422.32,1.24
110,17,19,2627,593.71,2563.34,1.25
110,18,3,1008.5,468.97,942.66,1.39
110,18,8,1129.85,262.61,1102.37,1.24
110,18,13,1131.31,224.1,1111.25,1.2
110,18,18,1553.1,383.78,1509.99,1.26
110,18,23,963.09,266.62,930.9,1.29
110,19,2,1186.71,239.7,1163.52,1.22
110,19,7,1408.58,493.51,1348.51,1.32
110,19,12,1570.08,504.89,1500.3,1.34
110,19,17,1675.3,425.14,1631.65,1.25
110,19,22,1216.19,277.18,1187.44,1.24
110,20,0,810.83,383.55,747.64,1.46
110,20,5,993.6,415.45,922.73,1.45
110,20,10,1349.45,365.54,1306.41,1.28
110,20,15,1262.18,332.01,1224.01,1.27
110,20,20,1352.72,399.27,1302.46,1.31
110,21,4,594.43,290.76,552.39,1.41
110,21,9,932.68,262.77,903.59,1.27
110,21,14,925.11,242.47,899.23,1.26
110,21,19,1161.14,327.27,1122.01,1.29
110,22,3,1219.39,387.01,1162.22,1.36
110,22,8,1620.01,516.21,1540.88,1.38
110,22,13,1685.98,495.2,1621.15,1.32
110,22,18,2131.37,637.11,2045.88,1.33
110,22,23,1319.32,368.04,1269.45,1.32
110,23,2,1019.4,532.52,899.95,1.65
110,23,7,1126.75,430.55,1068.35,1.36
110,23,12,1189.37,357.2,1136.77,1.36
110,23,17,1317.02,422.13,1256.98,1.35
110,23,22,1177.97,596.81,1087.99,1.45
110,24,1,1292.9,652.66,1168.56,1.53
110,24,6,1374.06,325.56,1338.83,1.25
110,24,11,1785.8,499.56,1726.49,1.29
110,24,16,1650.39,514.34,1579.95,1.34
110,24,21,1588.59,508.87,1516.51,1.35
110,25,5,1136.63,239.9,1114.67,1.21
110,25,10,2335.5,587.36,2261.31,1.29
110,25,15,1784,234.41,1768.01,1.15
110,25,20,2035.1,280.03,2016.07,1.15
110,26,4,991.08,390.01,932.83,1.4
110,26,9,1245.5,409.42,1187.21,1.36
110,26,14,1242.06,366.51,1193.82,1.32
110,26,19,1553.15,583.9,1454.33,1.44
110,27,3,768.25,387.13,688.9,1.58
110,27,8,815.97,303.62,769.2,1.4
110,27,13,880.19,377.53,815.07,1.46
110,27,18,1030.89,511.11,937.76,1.52
110,27,23,697.34,330.8,635.64,1.51
110,28,2,507.44,208.4,465.13,1.53
110,28,7,623.76,400.72,545.47,1.64
110,28,12,695.21,454.91,626.32,1.54
110,28,17,717.4,406.09,638.66,1.59
110,28,22,656.11,382.92,573.96,1.66
110,29,1,233.93,168.24,199.52,1.81
110,29,6,273.73,166.48,237.99,1.73
110,29,11,392.88,223.18,345.88,1.68
110,29,16,365.76,210.22,321.02,1.74
110,29,21,365.11,212.32,320.72,1.7
110,30,9,1997.28,413.92,1953.49,1.24
110,30,14,1959.69,382.59,1921.02,1.22
110,30,19,2256.46,447.96,2207.33,1.24
110,31,8,1625,345.35,1589.71,1.23
110,31,13,1757.4,392.5,1720.63,1.22
110,31,18,2180.05,391.19,2142.21,1.21
110,31,23,1211.57,196.99,1196.28,1.17
110,32,7,1745.5,755.35,1608.23,1.49
110,32,12,2071.26,1337.84,1877.53,1.46
110,32,17,2309.29,650.41,2222.87,1.32
110,32,22,1534.58,318.4,1503.87,1.22
110,33,6,1221.94,435.1,1152.51,1.4
110,33,11,1680.07,502.61,1612.43,1.33
110,33,16,1735.03,648.35,1654.13,1.33
110,33,21,1406.3,317.32,1375.15,1.23
110,34,0,1069.91,378.45,1015.55,1.36
110,34,5,1233.79,418.16,1176.42,1.34
110,34,10,1486.15,485.18,1431.99,1.29
110,34,15,1463.29,386.14,1413.59,1.3
110,34,20,1579.72,410.46,1530.03,1.28
110,35,4,1068.17,357.23,1017.37,1.35
110,35,9,1189.13,311.62,1154.52,1.27
110,35,14,1182.64,337.52,1140.36,1.3
110,35,19,1387.61,655.48,1285.75,1.44
110,36,3,573.9,115.88,562.6,1.22
110,36,8,927.38,268.23,898.22,1.27
110,36,13,917.93,226.71,895.43,1.24
110,36,18,1178.71,459.46,1103.92,1.43
110,36,23,686.19,277.86,643.99,1.4
110,37,2,437.63,203.34,402.24,1.48
110,37,7,614.71,205.75,581.76,1.4
110,37,12,775.44,272.95,735.5,1.37
110,37,17,772.69,312.44,727.09,1.39
110,37,22,539.51,226.39,505.65,1.41
110,38,1,64.71,88.59,36.71,3.1
110,38,6,74.79,110.14,42.49,2.9
110,38,11,115.95,177.04,63.65,3.22
110,38,16,129.67,283.18,68.72,3.2
110,38,21,122.13,156.36,68.7,3.07
110,39,0,736.41,295.49,692.11,1.4
110,39,5,685.46,340.95,606.99,1.65
110,39,10,769.25,319.98,712.27,1.47
110,39,15,915.39,575.29,818.72,1.55
110,39,20,884.09,399.14,801.51,1.56
110,40,3,959.02,307.63,917.27,1.34
110,40,8,1216.54,291.64,1185.95,1.25
110,40,13,1326.6,369.65,1284.04,1.28
110,40,18,1715.89,452.76,1658.88,1.3
110,40,23,988.59,306.46,947.14,1.33
110,41,2,823.73,512.08,723.63,1.6
110,41,7,894.18,245.87,863.94,1.3
110,41,12,1200.82,340.79,1156.21,1.31
110,41,17,1234.41,429.2,1175.06,1.36
110,41,22,904.75,321.79,857.19,1.38
110,42,6,574.83,108.35,565.27,1.2
110,42,11,1094.37,306.91,1055.82,1.3
110,42,16,1063,281.4,1026.1,1.31
110,42,21,1046.42,366.44,994.41,1.36
110,43,0,384.1,198.63,356.8,1.41
110,43,5,485.92,308.09,416.42,1.71
110,43,10,658.6,253.43,615.02,1.45
110,43,15,592.72,235.63,552.87,1.45
110,43,20,685.15,284.55,634.68,1.47
110,44,4,547.33,268.62,488.73,1.61
110,44,9,804.58,295.32,760.52,1.38
110,44,14,761.15,330.14,715.37,1.39
110,44,19,942.52,337.09,890.06,1.4
110,45,3,1275.28,302.67,1243.35,1.25
110,45,8,1838.38,376.81,1802.26,1.22
110,45,13,1971.63,443.73,1927.35,1.23
110,45,18,2499.46,656.6,2421.71,1.28
110,45,23,1548.12,510.19,1478.78,1.34
110,46,7,1547.83,636.83,1481.39,1.3
110,46,12,1821.92,337.93,1791.65,1.2
110,46,17,2166.83,417.84,2128.1,1.21
110,46,22,1632.63,410.53,1584.98,1.27
110,47,1,1072.5,234.47,1047.4,1.24
110,47,6,1112.96,282.67,1083.91,1.25
110,47,11,1769.5,393.36,1730.59,1.23
110,47,16,1633.28,356.9,1597.36,1.23
110,47,21,1568.33,423.97,1517.13,1.29
110,48,0,1491.29,518.37,1409.6,1.39
110,48,5,1295.5,378.31,1245.61,1.32
110,48,10,2065.67,448.14,2017.15,1.25
110,48,15,2051.26,397.07,2013.89,1.21
110,48,20,1960.6,513.19,1905.2,1.26
110,49,9,1773.49,423.4,1729.48,1.24
110,49,14,1697.17,568.76,1634.53,1.29
110,49,19,1890.26,336.66,1860.9,1.19
110,50,2,893.71,293.15,852.96,1.34
110,50,7,1205.92,282.82,1176.08,1.25
110,50,12,1505.41,325.76,1471.3,1.24
110,50,17,1621.62,507.13,1558.92,1.31
110,50,22,1122.33,307.69,1084.84,1.29
110,51,1,776.83,116.03,768.59,1.16
110,51,6,912.59,311.04,866.03,1.37
110,51,11,1492.64,379.07,1446.82,1.28
110,51,16,1421.14,307.74,1389.53,1.23
110,51,21,1412.89,399.98,1364.42,1.29
110,52,5,1305.91,448.74,1244.39,1.34
110,52,10,2152.89,446.73,2106.09,1.24
110,52,15,2191.63,547.14,2131.4,1.26
110,52,20,2125.09,546.75,2051.38,1.31
110,53,4,1564.38,325.46,1525.34,1.26
110,53,9,2106.43,338.97,2080.06,1.17
110,53,14,2092.07,523.16,2034.53,1.26
110,53,19,2352.8,682.81,2257.21,1.33
110,54,3,1482.56,301.14,1454.74,1.21
110,54,8,2193.84,428.88,2153.95,1.21
110,54,13,2257.41,395.64,2223.37,1.19
110,54,18,2839.17,635.35,2769.08,1.25
110,54,23,1658.4,403.87,1615.33,1.25
110,55,2,1544.27,530.97,1477.7,1.32
